Sex,Year,Sport,Event,Medal,Region
M,2012,Aquatics,Swimming Men's 400 metres Freestyle,Bronze,USA
M,2012,Aquatics,Swimming Men's 400 metres Freestyle,Gold,China
M,2012,Aquatics,Swimming Men's 400 metres Individual Medley,Gold,USA
M,2012,Aquatics,Swimming Men's 50 metres Freestyle,Gold,France
M,2012,Aquatics,Swimming Men's 50 metres Freestyle,Silver,USA
F,2012,Aquatics,Swimming Women's 10 kilometres Open Water,Silver,USA
F,2012,Aquatics,Swimming Women's 100 metres Backstroke,Gold,USA
F,2012,Aquatics,Swimming Women's 100 metres Breaststroke,Silver,USA
F,2012,Aquatics,Swimming Women's 100 metres Butterfly,Gold,USA
F,2012,Aquatics,Swimming Women's 100 metres Butterfly,Silver,China
F,2012,Aquatics,Swimming Women's 100 metres Freestyle,Bronze,China
F,2012,Aquatics,Swimming Women's 200 metres Backstroke,Bronze,USA
F,2012,Aquatics,Swimming Women's 200 metres Backstroke,Gold,USA
F,2012,Aquatics,Swimming Women's 200 metres Backstroke,Silver,Russia
F,2012,Aquatics,Swimming Women's 200 metres Breaststroke,Bronze,Russia
F,2012,Aquatics,Swimming Women's 200 metres Breaststroke,Gold,USA
F,2012,Aquatics,Swimming Women's 200 metres Butterfly,Gold,China
F,2012,Aquatics,Swimming Women's 200 metres Freestyle,Gold,USA
F,2012,Aquatics,Swimming Women's 200 metres Freestyle,Silver,France
F,2012,Aquatics,Swimming Women's 200 metres Individual Medley,Bronze,USA
F,2012,Aquatics,Swimming Women's 200 metres Individual Medley,Gold,China
F,2012,Aquatics,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,USA
F,2012,Aquatics,Swimming Women's 4 x 100 metres Medley Relay,Gold,USA
F,2012,Aquatics,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze,France
F,2012,Aquatics,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,USA
F,2012,Aquatics,Swimming Women's 400 metres Freestyle,Bronze,UK
F,2012,Aquatics,Swimming Women's 400 metres Freestyle,Gold,France
F,2012,Aquatics,Swimming Women's 400 metres Freestyle,Silver,USA
F,2012,Aquatics,Swimming Women's 400 metres Individual Medley,Bronze,China
F,2012,Aquatics,Swimming Women's 400 metres Individual Medley,Gold,China
F,2012,Aquatics,Swimming Women's 400 metres Individual Medley,Silver,USA
F,2012,Aquatics,Swimming Women's 800 metres Freestyle,Bronze,UK
F,2012,Aquatics,Swimming Women's 800 metres Freestyle,Gold,USA
F,2012,Aquatics,Synchronized Swimming Women's Duet,Bronze,China
F,2012,Aquatics,Synchronized Swimming Women's Duet,Gold,Russia
F,2012,Aquatics,Synchronized Swimming Women's Team,Gold,Russia
F,2012,Aquatics,Synchronized Swimming Women's Team,Silver,China
M,2012,Aquatics,Triathlon Men's Olympic Distance,Bronze,UK
M,2012,Aquatics,Triathlon Men's Olympic Distance,Gold,UK
M,2012,Athletics,"Athletics Men's 1,500 metres",Silver,USA
M,2012,Athletics,"Athletics Men's 10,000 metres",Gold,UK
M,2012,Athletics,"Athletics Men's 10,000 metres",Silver,USA
M,2012,Athletics,Athletics Men's 100 metres,Bronze,USA
M,2012,Athletics,Athletics Men's 110 metres Hurdles,Gold,USA
M,2012,Athletics,Athletics Men's 110 metres Hurdles,Silver,USA
M,2012,Athletics,Athletics Men's 20 kilometres Walk,Bronze,China
M,2012,Athletics,Athletics Men's 20 kilometres Walk,Gold,China
M,2012,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver,France
M,2012,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,France
M,2012,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,USA
M,2012,Athletics,Athletics Men's 400 metres Hurdles,Silver,USA
M,2012,Athletics,"Athletics Men's 5,000 metres",Gold,UK
M,2012,Athletics,Athletics Men's 50 kilometres Walk,Bronze,China
M,2012,Athletics,Athletics Men's 50 kilometres Walk,Gold,Russia
M,2012,Athletics,Athletics Men's Decathlon,Gold,USA
M,2012,Athletics,Athletics Men's Decathlon,Silver,USA
M,2012,Athletics,Athletics Men's Discus Throw,Gold,Germany
M,2012,Athletics,Athletics Men's High Jump,Bronze,UK
M,2012,Athletics,Athletics Men's High Jump,Gold,Russia
M,2012,Athletics,Athletics Men's High Jump,Silver,USA
M,2012,Athletics,Athletics Men's Long Jump,Bronze,USA
M,2012,Athletics,Athletics Men's Long Jump,Gold,UK
M,2012,Athletics,Athletics Men's Pole Vault,Bronze,Germany
M,2012,Athletics,Athletics Men's Pole Vault,Gold,France
M,2012,Athletics,Athletics Men's Pole Vault,Silver,Germany
M,2012,Athletics,Athletics Men's Shot Put,Bronze,USA
M,2012,Athletics,Athletics Men's Shot Put,Silver,Germany
M,2012,Athletics,Athletics Men's Triple Jump,Gold,USA
M,2012,Athletics,Athletics Men's Triple Jump,Silver,USA
F,2012,Athletics,Athletics Women's 100 metres,Silver,USA
F,2012,Athletics,Athletics Women's 100 metres Hurdles,Bronze,USA
F,2012,Athletics,Athletics Women's 100 metres Hurdles,Silver,USA
F,2012,Athletics,Athletics Women's 20 kilometres Walk,Bronze,China
F,2012,Athletics,Athletics Women's 20 kilometres Walk,Gold,Russia
F,2012,Athletics,Athletics Women's 20 kilometres Walk,Silver,Russia
F,2012,Athletics,Athletics Women's 200 metres,Bronze,USA
F,2012,Athletics,Athletics Women's 200 metres,Gold,USA
F,2012,Athletics,"Athletics Women's 3,000 metres Steeplechase",Gold,Russia
F,2012,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,USA
F,2012,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,USA
F,2012,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,Russia
F,2012,Athletics,Athletics Women's 400 metres,Bronze,USA
F,2012,Athletics,Athletics Women's 400 metres,Gold,USA
F,2012,Athletics,Athletics Women's 400 metres,Silver,UK
F,2012,Athletics,Athletics Women's 400 metres Hurdles,Gold,Russia
F,2012,Athletics,Athletics Women's 400 metres Hurdles,Silver,USA
F,2012,Athletics,Athletics Women's 800 metres,Bronze,Russia
F,2012,Athletics,Athletics Women's 800 metres,Gold,Russia
F,2012,Athletics,Athletics Women's Discus Throw,Bronze,China
F,2012,Athletics,Athletics Women's Discus Throw,Silver,Russia
F,2012,Athletics,Athletics Women's Hammer Throw,Bronze,Germany
F,2012,Athletics,Athletics Women's Hammer Throw,Gold,Russia
F,2012,Athletics,Athletics Women's Heptathlon,Bronze,Russia
F,2012,Athletics,Athletics Women's Heptathlon,Gold,UK
F,2012,Athletics,Athletics Women's Heptathlon,Silver,Germany
F,2012,Athletics,Athletics Women's High Jump,Bronze,Russia
F,2012,Athletics,Athletics Women's High Jump,Gold,Russia
F,2012,Athletics,Athletics Women's High Jump,Silver,USA
F,2012,Athletics,Athletics Women's Javelin Throw,Bronze,Germany
F,2012,Athletics,Athletics Women's Javelin Throw,Silver,Germany
F,2012,Athletics,Athletics Women's Long Jump,Bronze,USA
F,2012,Athletics,Athletics Women's Long Jump,Gold,USA
F,2012,Athletics,Athletics Women's Long Jump,Silver,Russia
F,2012,Athletics,Athletics Women's Marathon,Bronze,Russia
F,2012,Athletics,Athletics Women's Pole Vault,Bronze,Russia
F,2012,Athletics,Athletics Women's Pole Vault,Gold,USA
F,2012,Athletics,Athletics Women's Shot Put,Bronze,China
F,2012,Athletics,Athletics Women's Shot Put,Silver,Russia
M,2012,Ballgames,Badminton Men's Doubles,Gold,China
M,2012,Ballgames,Badminton Men's Singles,Bronze,China
M,2012,Ballgames,Badminton Men's Singles,Gold,China
F,2012,Ballgames,Badminton Mixed Doubles,Gold,China
M,2012,Ballgames,Badminton Mixed Doubles,Gold,China
F,2012,Ballgames,Badminton Mixed Doubles,Silver,China
M,2012,Ballgames,Badminton Mixed Doubles,Silver,China
F,2012,Ballgames,Badminton Women's Doubles,Bronze,Russia
F,2012,Ballgames,Badminton Women's Doubles,Gold,China
F,2012,Ballgames,Badminton Women's Singles,Gold,China
F,2012,Ballgames,Badminton Women's Singles,Silver,China
M,2012,Ballgames,Basketball Men's Basketball,Bronze,Russia
M,2012,Ballgames,Basketball Men's Basketball,Gold,USA
F,2012,Ballgames,Basketball Women's Basketball,Gold,USA
F,2012,Ballgames,Basketball Women's Basketball,Silver,France
M,2012,Ballgames,Beach Volleyball Men's Beach Volleyball,Gold,Germany
F,2012,Ballgames,Beach Volleyball Women's Beach Volleyball,Gold,USA
F,2012,Ballgames,Beach Volleyball Women's Beach Volleyball,Silver,USA
F,2012,Ballgames,Football Women's Football,Gold,USA
M,2012,Ballgames,Handball Men's Handball,Gold,France
M,2012,Ballgames,Hockey Men's Hockey,Gold,Germany
F,2012,Ballgames,Hockey Women's Hockey,Bronze,UK
M,2012,Ballgames,Table Tennis Men's Singles,Bronze,Germany
M,2012,Ballgames,Table Tennis Men's Singles,Gold,China
M,2012,Ballgames,Table Tennis Men's Singles,Silver,China
M,2012,Ballgames,Table Tennis Men's Team,Bronze,Germany
M,2012,Ballgames,Table Tennis Men's Team,Gold,China
F,2012,Ballgames,Table Tennis Women's Singles,Gold,China
F,2012,Ballgames,Table Tennis Women's Singles,Silver,China
F,2012,Ballgames,Table Tennis Women's Team,Gold,China
M,2012,Ballgames,Tennis Men's Doubles,Bronze,France
M,2012,Ballgames,Tennis Men's Doubles,Gold,USA
M,2012,Ballgames,Tennis Men's Doubles,Silver,France
M,2012,Ballgames,Tennis Men's Singles,Gold,UK
F,2012,Ballgames,Tennis Mixed Doubles,Bronze,USA
M,2012,Ballgames,Tennis Mixed Doubles,Bronze,USA
F,2012,Ballgames,Tennis Mixed Doubles,Silver,UK
M,2012,Ballgames,Tennis Mixed Doubles,Silver,UK
F,2012,Ballgames,Tennis Women's Doubles,Bronze,Russia
F,2012,Ballgames,Tennis Women's Doubles,Gold,USA
F,2012,Ballgames,Tennis Women's Singles,Gold,USA
F,2012,Ballgames,Tennis Women's Singles,Silver,Russia
M,2012,Ballgames,Volleyball Men's Volleyball,Gold,Russia
F,2012,Ballgames,Volleyball Women's Volleyball,Silver,USA
F,2012,Ballgames,Water Polo Women's Water Polo,Gold,USA
M,2012,Combat,Boxing Men's Bantamweight,Gold,UK
M,2012,Combat,Boxing Men's Flyweight,Bronze,Russia
M,2012,Combat,Boxing Men's Light-Flyweight,Bronze,Russia
M,2012,Combat,Boxing Men's Light-Flyweight,Gold,China
M,2012,Combat,Boxing Men's Light-Heavyweight,Gold,Russia
M,2012,Combat,Boxing Men's Middleweight,Bronze,UK
M,2012,Combat,Boxing Men's Super-Heavyweight,Gold,UK
M,2012,Combat,Boxing Men's Welterweight,Bronze,Russia
M,2012,Combat,Boxing Men's Welterweight,Silver,UK
F,2012,Combat,Boxing Women's Flyweight,Bronze,USA
F,2012,Combat,Boxing Women's Flyweight,Gold,UK
F,2012,Combat,Boxing Women's Flyweight,Silver,China
F,2012,Combat,Boxing Women's Lightweight,Silver,Russia
F,2012,Combat,Boxing Women's Middleweight,Bronze,China
F,2012,Combat,Boxing Women's Middleweight,Gold,USA
F,2012,Combat,Boxing Women's Middleweight,Silver,Russia
M,2012,Combat,"Fencing Men's Foil, Individual",Gold,China
M,2012,Combat,"Fencing Men's Foil, Team",Bronze,Germany
M,2012,Combat,"Fencing Men's Sabre, Individual",Bronze,Russia
F,2012,Combat,"Fencing Women's Foil, Team",Silver,Russia
F,2012,Combat,"Fencing Women's Sabre, Individual",Silver,Russia
F,2012,Combat,"Fencing Women's epee, Individual",Bronze,China
F,2012,Combat,"Fencing Women's epee, Individual",Silver,Germany
F,2012,Combat,"Fencing Women's epee, Team",Bronze,USA
F,2012,Combat,"Fencing Women's epee, Team",Gold,China
M,2012,Combat,Judo Men's Extra-Lightweight,Gold,Russia
M,2012,Combat,Judo Men's Half-Heavyweight,Bronze,Germany
M,2012,Combat,Judo Men's Half-Heavyweight,Gold,Russia
M,2012,Combat,Judo Men's Half-Middleweight,Bronze,Russia
M,2012,Combat,Judo Men's Half-Middleweight,Silver,Germany
M,2012,Combat,Judo Men's Heavyweight,Bronze,Germany
M,2012,Combat,Judo Men's Heavyweight,Gold,France
M,2012,Combat,Judo Men's Heavyweight,Silver,Russia
M,2012,Combat,Judo Men's Lightweight,Bronze,France
M,2012,Combat,Judo Men's Lightweight,Gold,Russia
F,2012,Combat,Judo Women's Half-Heavyweight,Bronze,France
F,2012,Combat,Judo Women's Half-Heavyweight,Gold,USA
F,2012,Combat,Judo Women's Half-Heavyweight,Silver,UK
F,2012,Combat,Judo Women's Half-Lightweight,Bronze,France
F,2012,Combat,Judo Women's Half-Middleweight,Bronze,France
F,2012,Combat,Judo Women's Half-Middleweight,Silver,China
F,2012,Combat,Judo Women's Heavyweight,Bronze,UK
F,2012,Combat,Judo Women's Heavyweight,Bronze,China
F,2012,Combat,Judo Women's Lightweight,Bronze,USA
F,2012,Combat,Judo Women's Lightweight,Bronze,France
F,2012,Combat,Judo Women's Middleweight,Gold,France
F,2012,Combat,Judo Women's Middleweight,Silver,Germany
M,2012,Combat,Taekwondo Men's Featherweight,Bronze,USA
M,2012,Combat,Taekwondo Men's Flyweight,Bronze,Russia
M,2012,Combat,Taekwondo Men's Heavyweight,Bronze,China
M,2012,Combat,Taekwondo Men's Welterweight,Bronze,UK
F,2012,Combat,Taekwondo Women's Featherweight,Bronze,France
F,2012,Combat,Taekwondo Women's Featherweight,Gold,UK
F,2012,Combat,Taekwondo Women's Featherweight,Silver,China
F,2012,Combat,Taekwondo Women's Flyweight,Gold,China
F,2012,Combat,Taekwondo Women's Heavyweight,Bronze,Russia
F,2012,Combat,Taekwondo Women's Heavyweight,Silver,France
F,2012,Combat,Taekwondo Women's Welterweight,Bronze,Germany
F,2012,Combat,Taekwondo Women's Welterweight,Bronze,USA
M,2012,Combat,"Wrestling Men's Featherweight, Freestyle",Gold,Russia
M,2012,Combat,"Wrestling Men's Featherweight, Greco-Roman",Bronze,Russia
M,2012,Combat,"Wrestling Men's Heavyweight, Freestyle",Gold,USA
M,2012,Combat,"Wrestling Men's Heavyweight, Greco-Roman",Silver,Russia
M,2012,Combat,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold,Russia
M,2012,Combat,"Wrestling Men's Lightweight, Freestyle",Bronze,USA
M,2012,Combat,"Wrestling Men's Lightweight, Freestyle",Silver,Russia
M,2012,Combat,"Wrestling Men's Lightweight, Greco-Roman",Bronze,Russia
M,2012,Combat,"Wrestling Men's Middleweight, Freestyle",Bronze,Russia
M,2012,Combat,"Wrestling Men's Middleweight, Freestyle",Gold,USA
M,2012,Combat,"Wrestling Men's Middleweight, Greco-Roman",Gold,Russia
M,2012,Combat,"Wrestling Men's Super-Heavyweight, Freestyle",Bronze,Russia
M,2012,Combat,"Wrestling Men's Welterweight, Greco-Roman",Bronze,France
F,2012,Combat,"Wrestling Women's Flyweight, Freestyle",Bronze,USA
F,2012,Combat,"Wrestling Women's Heavyweight, Freestyle",Gold,Russia
F,2012,Combat,"Wrestling Women's Middleweight, Freestyle",Bronze,Russia
F,2012,Combat,"Wrestling Women's Middleweight, Freestyle",Silver,China
M,2012,Cycling,Cycling Men's Individual Time Trial,Bronze,UK
M,2012,Cycling,Cycling Men's Individual Time Trial,Gold,UK
M,2012,Cycling,Cycling Men's Individual Time Trial,Silver,Germany
M,2012,Cycling,Cycling Men's Keirin,Gold,UK
M,2012,Cycling,Cycling Men's Keirin,Silver,Germany
M,2012,Cycling,Cycling Men's Omnium,Bronze,UK
M,2012,Cycling,Cycling Men's Omnium,Silver,France
M,2012,Cycling,Cycling Men's Sprint,Gold,UK
M,2012,Cycling,Cycling Men's Sprint,Silver,France
M,2012,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,UK
M,2012,Cycling,Cycling Men's Team Sprint,Bronze,Germany
M,2012,Cycling,Cycling Men's Team Sprint,Gold,UK
M,2012,Cycling,Cycling Men's Team Sprint,Silver,France
F,2012,Cycling,Cycling Women's Individual Time Trial,Bronze,Russia
F,2012,Cycling,Cycling Women's Individual Time Trial,Gold,USA
F,2012,Cycling,Cycling Women's Individual Time Trial,Silver,Germany
F,2012,Cycling,Cycling Women's Keirin,Bronze,China
F,2012,Cycling,Cycling Women's Keirin,Gold,UK
F,2012,Cycling,Cycling Women's Keirin,Silver,China
F,2012,Cycling,"Cycling Women's Mountainbike, Cross-Country",Bronze,USA
F,2012,Cycling,"Cycling Women's Mountainbike, Cross-Country",Gold,France
F,2012,Cycling,"Cycling Women's Mountainbike, Cross-Country",Silver,Germany
F,2012,Cycling,Cycling Women's Omnium,Gold,UK
F,2012,Cycling,Cycling Women's Omnium,Silver,USA
F,2012,Cycling,"Cycling Women's Road Race, Individual",Bronze,Russia
F,2012,Cycling,"Cycling Women's Road Race, Individual",Silver,UK
F,2012,Cycling,Cycling Women's Sprint,Bronze,China
F,2012,Cycling,Cycling Women's Sprint,Silver,UK
F,2012,Cycling,Cycling Women's Team Pursuit,Gold,UK
F,2012,Cycling,Cycling Women's Team Pursuit,Silver,USA
F,2012,Cycling,Cycling Women's Team Sprint,Gold,Germany
F,2012,Cycling,Cycling Women's Team Sprint,Silver,China
F,2012,Equestrian,"Equestrianism Mixed Dressage, Individual",Bronze,UK
F,2012,Equestrian,"Equestrianism Mixed Dressage, Individual",Gold,UK
F,2012,Equestrian,"Equestrianism Mixed Dressage, Team",Gold,UK
M,2012,Equestrian,"Equestrianism Mixed Dressage, Team",Gold,UK
F,2012,Equestrian,"Equestrianism Mixed Dressage, Team",Silver,Germany
M,2012,Equestrian,"Equestrianism Mixed Jumping, Team",Gold,UK
F,2012,Equestrian,"Equestrianism Mixed Three-Day Event, Individual",Bronze,Germany
M,2012,Equestrian,"Equestrianism Mixed Three-Day Event, Individual",Gold,Germany
F,2012,Equestrian,"Equestrianism Mixed Three-Day Event, Team",Gold,Germany
M,2012,Equestrian,"Equestrianism Mixed Three-Day Event, Team",Gold,Germany
F,2012,Equestrian,"Equestrianism Mixed Three-Day Event, Team",Silver,UK
M,2012,Equestrian,"Equestrianism Mixed Three-Day Event, Team",Silver,UK
M,2012,Gymnastics,Gymnastics Men's Floor Exercise,Bronze,Russia
M,2012,Gymnastics,Gymnastics Men's Floor Exercise,Gold,China
M,2012,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze,China
M,2012,Gymnastics,Gymnastics Men's Horizontal Bar,Silver,Germany
M,2012,Gymnastics,Gymnastics Men's Horse Vault,Silver,Russia
M,2012,Gymnastics,Gymnastics Men's Individual All-Around,Bronze,USA
M,2012,Gymnastics,Gymnastics Men's Individual All-Around,Silver,Germany
M,2012,Gymnastics,Gymnastics Men's Parallel Bars,Bronze,France
M,2012,Gymnastics,Gymnastics Men's Parallel Bars,Gold,China
M,2012,Gymnastics,Gymnastics Men's Parallel Bars,Silver,Germany
M,2012,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze,UK
M,2012,Gymnastics,Gymnastics Men's Pommelled Horse,Silver,UK
M,2012,Gymnastics,Gymnastics Men's Rings,Silver,China
M,2012,Gymnastics,Gymnastics Men's Team All-Around,Bronze,UK
M,2012,Gymnastics,Gymnastics Men's Team All-Around,Gold,China
F,2012,Gymnastics,Gymnastics Women's Balance Beam,Bronze,USA
F,2012,Gymnastics,Gymnastics Women's Balance Beam,Gold,China
F,2012,Gymnastics,Gymnastics Women's Balance Beam,Silver,China
F,2012,Gymnastics,Gymnastics Women's Floor Exercise,Bronze,Russia
F,2012,Gymnastics,Gymnastics Women's Floor Exercise,Gold,USA
F,2012,Gymnastics,Gymnastics Women's Horse Vault,Bronze,Russia
F,2012,Gymnastics,Gymnastics Women's Horse Vault,Silver,USA
F,2012,Gymnastics,Gymnastics Women's Individual All-Around,Bronze,Russia
F,2012,Gymnastics,Gymnastics Women's Individual All-Around,Gold,USA
F,2012,Gymnastics,Gymnastics Women's Individual All-Around,Silver,Russia
F,2012,Gymnastics,Gymnastics Women's Team All-Around,Gold,USA
F,2012,Gymnastics,Gymnastics Women's Team All-Around,Silver,Russia
F,2012,Gymnastics,Gymnastics Women's Uneven Bars,Bronze,UK
F,2012,Gymnastics,Gymnastics Women's Uneven Bars,Gold,Russia
F,2012,Gymnastics,Gymnastics Women's Uneven Bars,Silver,China
F,2012,Gymnastics,Rhythmic Gymnastics Women's Group,Gold,Russia
F,2012,Gymnastics,Rhythmic Gymnastics Women's Individual,Gold,Russia
F,2012,Gymnastics,Rhythmic Gymnastics Women's Individual,Silver,Russia
M,2012,Gymnastics,Trampolining Men's Individual,Bronze,China
M,2012,Gymnastics,Trampolining Men's Individual,Gold,China
M,2012,Gymnastics,Trampolining Men's Individual,Silver,Russia
F,2012,Gymnastics,Trampolining Women's Individual,Bronze,China
F,2012,Gymnastics,Trampolining Women's Individual,Silver,China
M,2012,Others,Modern Pentathlon Men's Individual,Silver,China
F,2012,Others,Modern Pentathlon Women's Individual,Silver,UK
M,2012,Shooting,Archery Men's Individual,Bronze,China
M,2012,Shooting,Archery Men's Team,Silver,USA
F,2012,Shooting,Archery Women's Team,Silver,China
M,2012,Shooting,Shooting Men's Double Trap,Bronze,Russia
M,2012,Shooting,Shooting Men's Double Trap,Gold,UK
M,2012,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze,China
M,2012,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze,China
M,2012,Shooting,Shooting Men's Skeet,Gold,USA
M,2012,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Bronze,USA
F,2012,Shooting,"Shooting Women's Air Pistol, 10 metres",Gold,China
F,2012,Shooting,"Shooting Women's Air Pistol, 10 metres",Silver,France
F,2012,Shooting,"Shooting Women's Air Rifle, 10 metres",Bronze,China
F,2012,Shooting,"Shooting Women's Air Rifle, 10 metres",Gold,China
F,2012,Shooting,Shooting Women's Skeet,Gold,USA
F,2012,Shooting,Shooting Women's Skeet,Silver,China
F,2012,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Gold,USA
F,2012,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Silver,China
F,2012,Shooting,Shooting Women's Trap,Bronze,France
M,2012,Weightlifting,Weightlifting Men's Bantamweight,Silver,China
