Sex,Year,Sport,Event,Medal,Region
M,1928,Athletics,Athletics Men's 400 metres,Bronze,Germany
M,1928,Athletics,Athletics Men's 400 metres,Gold,USA
M,1928,Athletics,Athletics Men's 400 metres Hurdles,Bronze,USA
M,1928,Athletics,Athletics Men's 400 metres Hurdles,Gold,UK
M,1928,Athletics,Athletics Men's 400 metres Hurdles,Silver,USA
M,1928,Athletics,Athletics Men's 800 metres,Bronze,Germany
M,1928,Athletics,Athletics Men's 800 metres,Gold,UK
M,1928,Athletics,Athletics Men's Decathlon,Bronze,USA
M,1928,Athletics,Athletics Men's Discus Throw,Bronze,USA
M,1928,Athletics,Athletics Men's Discus Throw,Gold,USA
M,1928,Athletics,Athletics Men's Hammer Throw,Bronze,USA
M,1928,Athletics,Athletics Men's High Jump,Bronze,France
M,1928,Athletics,Athletics Men's High Jump,Gold,USA
M,1928,Athletics,Athletics Men's High Jump,Silver,USA
M,1928,Athletics,Athletics Men's Long Jump,Bronze,USA
M,1928,Athletics,Athletics Men's Long Jump,Gold,USA
M,1928,Athletics,Athletics Men's Marathon,Gold,France
M,1928,Athletics,Athletics Men's Pole Vault,Bronze,USA
M,1928,Athletics,Athletics Men's Pole Vault,Gold,USA
M,1928,Athletics,Athletics Men's Pole Vault,Silver,USA
M,1928,Athletics,Athletics Men's Shot Put,Bronze,Germany
M,1928,Athletics,Athletics Men's Shot Put,Gold,USA
M,1928,Athletics,Athletics Men's Shot Put,Silver,USA
M,1928,Athletics,Athletics Men's Triple Jump,Silver,USA
F,1928,Athletics,Athletics Women's 100 metres,Gold,USA
F,1928,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,Germany
F,1928,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,USA
F,1928,Athletics,Athletics Women's 800 metres,Gold,Germany
F,1928,Athletics,Athletics Women's Discus Throw,Silver,USA
F,1928,Athletics,Athletics Women's High Jump,Bronze,USA
M,1928,Ballgames,Hockey Men's Hockey,Bronze,Germany
M,1928,Ballgames,Water Polo Men's Water Polo,Bronze,France
M,1928,Ballgames,Water Polo Men's Water Polo,Gold,Germany
M,1928,Combat,Boxing Men's Bantamweight,Silver,USA
M,1928,Combat,Boxing Men's Featherweight,Bronze,USA
M,1928,Combat,Boxing Men's Flyweight,Silver,France
M,1928,Combat,Boxing Men's Light-Heavyweight,Silver,Germany
M,1928,Combat,Boxing Men's Lightweight,Silver,USA
M,1928,Combat,"Fencing Men's Foil, Individual",Gold,France
M,1928,Combat,"Fencing Men's Foil, Individual",Silver,Germany
M,1928,Combat,"Fencing Men's Foil, Team",Silver,France
M,1928,Combat,"Fencing Men's epee, Individual",Bronze,USA
M,1928,Combat,"Fencing Men's epee, Individual",Gold,France
M,1928,Combat,"Fencing Men's epee, Individual",Silver,France
M,1928,Combat,"Fencing Men's epee, Team",Silver,France
F,1928,Combat,"Fencing Women's Foil, Individual",Bronze,Germany
F,1928,Combat,"Fencing Women's Foil, Individual",Gold,Germany
F,1928,Combat,"Fencing Women's Foil, Individual",Silver,UK
M,1928,Combat,"Wrestling Men's Bantamweight, Greco-Roman",Gold,Germany
M,1928,Combat,"Wrestling Men's Featherweight, Freestyle",Gold,USA
M,1928,Combat,"Wrestling Men's Heavyweight, Freestyle",Bronze,France
M,1928,Combat,"Wrestling Men's Heavyweight, Greco-Roman",Bronze,Germany
M,1928,Combat,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze,France
M,1928,Combat,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver,Germany
M,1928,Combat,"Wrestling Men's Lightweight, Freestyle",Silver,France
M,1928,Combat,"Wrestling Men's Lightweight, Greco-Roman",Silver,Germany
M,1928,Combat,"Wrestling Men's Middleweight, Freestyle",Bronze,UK
M,1928,Combat,"Wrestling Men's Welterweight, Freestyle",Silver,USA
M,1928,Cycling,"Cycling Men's Road Race, Individual",Silver,UK
M,1928,Cycling,"Cycling Men's Road Race, Team",Silver,UK
M,1928,Cycling,Cycling Men's Sprint,Gold,France
M,1928,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Bronze,Germany
M,1928,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Silver,UK
M,1928,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,UK
M,1928,Equestrian,"Equestrianism Men's Dressage, Individual",Gold,Germany
M,1928,Equestrian,"Equestrianism Men's Dressage, Individual",Silver,France
M,1928,Equestrian,"Equestrianism Men's Dressage, Team",Gold,Germany
M,1928,Equestrian,"Equestrianism Men's Jumping, Individual",Silver,France
M,1928,Equestrian,"Equestrianism Men's Three-Day Event, Individual",Bronze,Germany
F,1928,Gymnastics,Gymnastics Women's Team All-Around,Bronze,UK
M,1928,Others,"Art Competitions Mixed Architecture, Architectural Designs",Bronze,France
M,1928,Others,"Art Competitions Mixed Architecture, Designs For Town Planning",Bronze,Germany
M,1928,Others,"Art Competitions Mixed Architecture, Designs For Town Planning",Gold,Germany
M,1928,Others,"Art Competitions Mixed Architecture, Designs For Town Planning",Silver,France
M,1928,Others,"Art Competitions Mixed Literature, Epic Works",Silver,Germany
M,1928,Others,"Art Competitions Mixed Literature, Lyric Works",Silver,Germany
M,1928,Others,"Art Competitions Mixed Painting, Drawings And Water Colors",Silver,France
M,1928,Others,"Art Competitions Mixed Painting, Graphic Arts",Bronze,Germany
M,1928,Others,"Art Competitions Mixed Painting, Graphic Arts",Gold,UK
M,1928,Others,"Art Competitions Mixed Painting, Paintings",Bronze,Germany
F,1928,Others,"Art Competitions Mixed Painting, Paintings",Silver,UK
M,1928,Others,"Art Competitions Mixed Sculpturing, Medals And Reliefs",Bronze,Germany
F,1928,Others,"Art Competitions Mixed Sculpturing, Statues",Bronze,Germany
M,1928,Others,"Art Competitions Mixed Sculpturing, Statues",Gold,France
M,1928,Others,Modern Pentathlon Men's Individual,Bronze,Germany
M,1928,Weightlifting,Weightlifting Men's Featherweight,Bronze,Germany
M,1928,Weightlifting,Weightlifting Men's Heavyweight,Gold,Germany
M,1928,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver,France
M,1928,Weightlifting,Weightlifting Men's Lightweight,Bronze,France
M,1928,Weightlifting,Weightlifting Men's Lightweight,Gold,Germany
M,1928,Weightlifting,Weightlifting Men's Middleweight,Gold,France
M,1932,Aquatics,Diving Men's Platform,Bronze,USA
M,1932,Aquatics,Diving Men's Platform,Gold,USA
M,1932,Aquatics,Diving Men's Platform,Silver,USA
M,1932,Aquatics,Diving Men's Springboard,Bronze,USA
M,1932,Aquatics,Diving Men's Springboard,Gold,USA
M,1932,Aquatics,Diving Men's Springboard,Silver,USA
F,1932,Aquatics,Diving Women's Platform,Bronze,USA
F,1932,Aquatics,Diving Women's Platform,Gold,USA
F,1932,Aquatics,Diving Women's Platform,Silver,USA
F,1932,Aquatics,Diving Women's Springboard,Bronze,USA
F,1932,Aquatics,Diving Women's Springboard,Gold,USA
F,1932,Aquatics,Diving Women's Springboard,Silver,USA
M,1932,Aquatics,Rowing Men's Coxed Eights,Gold,USA
M,1932,Aquatics,Rowing Men's Coxed Fours,Gold,Germany
M,1932,Aquatics,Rowing Men's Coxed Pairs,Bronze,France
M,1932,Aquatics,Rowing Men's Coxed Pairs,Gold,USA
M,1932,Aquatics,Rowing Men's Coxless Fours,Gold,UK
M,1932,Aquatics,Rowing Men's Coxless Fours,Silver,Germany
M,1932,Aquatics,Rowing Men's Coxless Pairs,Gold,UK
M,1932,Aquatics,Rowing Men's Double Sculls,Gold,USA
M,1932,Aquatics,Rowing Men's Double Sculls,Silver,Germany
M,1932,Aquatics,Rowing Men's Single Sculls,Silver,USA
M,1932,Aquatics,Sailing Mixed 6 metres,Silver,USA
M,1932,Aquatics,Sailing Mixed 8 metres,Gold,USA
M,1932,Aquatics,Sailing Mixed One Person Dinghy,Gold,France
M,1932,Aquatics,Sailing Mixed Two Person Keelboat,Gold,USA
M,1932,Aquatics,Sailing Mixed Two Person Keelboat,Silver,UK
M,1932,Aquatics,"Swimming Men's 1,500 metres Freestyle",Bronze,USA
M,1932,Aquatics,Swimming Men's 100 metres Freestyle,Bronze,USA
M,1932,Aquatics,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,USA
M,1932,Aquatics,Swimming Men's 400 metres Freestyle,Gold,USA
M,1932,Aquatics,Swimming Men's 400 metres Freestyle,Silver,France
F,1932,Aquatics,Swimming Women's 100 metres Backstroke,Bronze,UK
F,1932,Aquatics,Swimming Women's 100 metres Backstroke,Gold,USA
F,1932,Aquatics,Swimming Women's 100 metres Freestyle,Bronze,USA
F,1932,Aquatics,Swimming Women's 100 metres Freestyle,Gold,USA
F,1932,Aquatics,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,UK
F,1932,Aquatics,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,USA
F,1932,Aquatics,Swimming Women's 400 metres Freestyle,Gold,USA
F,1932,Aquatics,Swimming Women's 400 metres Freestyle,Silver,USA
M,1932,Athletics,"Athletics Men's 1,500 metres",Silver,UK
M,1932,Athletics,Athletics Men's 100 metres,Bronze,Germany
M,1932,Athletics,Athletics Men's 100 metres,Gold,USA
M,1932,Athletics,Athletics Men's 100 metres,Silver,USA
M,1932,Athletics,Athletics Men's 110 metres Hurdles,Bronze,UK
M,1932,Athletics,Athletics Men's 110 metres Hurdles,Gold,USA
M,1932,Athletics,Athletics Men's 110 metres Hurdles,Silver,USA
M,1932,Athletics,Athletics Men's 200 metres,Bronze,USA
M,1932,Athletics,Athletics Men's 200 metres,Gold,USA
M,1932,Athletics,Athletics Men's 200 metres,Silver,USA
M,1932,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze,USA
M,1932,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver,UK
M,1932,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,USA
M,1932,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,Germany
M,1932,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,USA
M,1932,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,UK
M,1932,Athletics,Athletics Men's 400 metres,Gold,USA
M,1932,Athletics,Athletics Men's 400 metres,Silver,USA
M,1932,Athletics,Athletics Men's 400 metres Hurdles,Bronze,USA
M,1932,Athletics,Athletics Men's 400 metres Hurdles,Silver,USA
M,1932,Athletics,"Athletics Men's 5,000 metres",Silver,USA
M,1932,Athletics,Athletics Men's 50 kilometres Walk,Gold,UK
M,1932,Athletics,Athletics Men's 800 metres,Gold,UK
M,1932,Athletics,Athletics Men's Decathlon,Bronze,Germany
M,1932,Athletics,Athletics Men's Decathlon,Gold,USA
M,1932,Athletics,Athletics Men's Discus Throw,Bronze,France
M,1932,Athletics,Athletics Men's Discus Throw,Gold,USA
M,1932,Athletics,Athletics Men's Discus Throw,Silver,USA
M,1932,Athletics,Athletics Men's Hammer Throw,Bronze,USA
M,1932,Athletics,Athletics Men's High Jump,Silver,USA
M,1932,Athletics,Athletics Men's Long Jump,Gold,USA
M,1932,Athletics,Athletics Men's Long Jump,Silver,USA
M,1932,Athletics,Athletics Men's Marathon,Silver,UK
M,1932,Athletics,Athletics Men's Pole Vault,Bronze,USA
M,1932,Athletics,Athletics Men's Pole Vault,Gold,USA
M,1932,Athletics,Athletics Men's Shot Put,Gold,USA
M,1932,Athletics,Athletics Men's Shot Put,Silver,USA
F,1932,Athletics,Athletics Women's 100 metres,Bronze,USA
F,1932,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,UK
F,1932,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,USA
F,1932,Athletics,Athletics Women's 80 metres Hurdles,Gold,USA
F,1932,Athletics,Athletics Women's 80 metres Hurdles,Silver,USA
F,1932,Athletics,Athletics Women's Discus Throw,Gold,USA
F,1932,Athletics,Athletics Women's Discus Throw,Silver,USA
F,1932,Athletics,Athletics Women's High Jump,Gold,USA
F,1932,Athletics,Athletics Women's High Jump,Silver,USA
F,1932,Athletics,Athletics Women's Javelin Throw,Bronze,Germany
F,1932,Athletics,Athletics Women's Javelin Throw,Gold,USA
F,1932,Athletics,Athletics Women's Javelin Throw,Silver,Germany
M,1932,Ballgames,Hockey Men's Hockey,Bronze,USA
M,1932,Ballgames,Water Polo Men's Water Polo,Bronze,USA
M,1932,Ballgames,Water Polo Men's Water Polo,Silver,Germany
M,1932,Combat,Boxing Men's Bantamweight,Silver,Germany
M,1932,Combat,Boxing Men's Featherweight,Silver,Germany
M,1932,Combat,Boxing Men's Flyweight,Bronze,USA
M,1932,Combat,Boxing Men's Heavyweight,Bronze,USA
M,1932,Combat,Boxing Men's Lightweight,Bronze,USA
M,1932,Combat,Boxing Men's Middleweight,Gold,USA
M,1932,Combat,Boxing Men's Welterweight,Gold,USA
M,1932,Combat,Boxing Men's Welterweight,Silver,Germany
M,1932,Combat,"Fencing Men's Foil, Individual",Silver,USA
M,1932,Combat,"Fencing Men's Foil, Team",Bronze,USA
M,1932,Combat,"Fencing Men's Foil, Team",Gold,France
M,1932,Combat,"Fencing Men's epee, Individual",Silver,France
M,1932,Combat,"Fencing Men's epee, Team",Bronze,USA
M,1932,Combat,"Fencing Men's epee, Team",Gold,France
F,1932,Combat,"Fencing Women's Foil, Individual",Silver,UK
M,1932,Combat,"Wrestling Men's Bantamweight, Freestyle",Gold,USA
M,1932,Combat,"Wrestling Men's Bantamweight, Greco-Roman",Bronze,France
M,1932,Combat,"Wrestling Men's Bantamweight, Greco-Roman",Gold,Germany
M,1932,Combat,"Wrestling Men's Featherweight, Freestyle",Silver,USA
M,1932,Combat,"Wrestling Men's Featherweight, Greco-Roman",Silver,Germany
M,1932,Combat,"Wrestling Men's Heavyweight, Freestyle",Silver,USA
M,1932,Combat,"Wrestling Men's Light-Heavyweight, Freestyle",Gold,USA
M,1932,Combat,"Wrestling Men's Lightweight, Freestyle",Gold,France
M,1932,Combat,"Wrestling Men's Lightweight, Greco-Roman",Bronze,Germany
M,1932,Combat,"Wrestling Men's Middleweight, Greco-Roman",Silver,Germany
M,1932,Combat,"Wrestling Men's Welterweight, Freestyle",Gold,USA
M,1932,Cycling,"Cycling Men's 1,000 metres Time Trial",Bronze,France
M,1932,Cycling,Cycling Men's Sprint,Silver,France
M,1932,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold,France
M,1932,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Silver,UK
M,1932,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,UK
M,1932,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,France
M,1932,Equestrian,"Equestrianism Men's Dressage, Individual",Bronze,USA
M,1932,Equestrian,"Equestrianism Men's Dressage, Individual",Gold,France
M,1932,Equestrian,"Equestrianism Men's Dressage, Individual",Silver,France
M,1932,Equestrian,"Equestrianism Men's Dressage, Team",Bronze,USA
M,1932,Equestrian,"Equestrianism Men's Dressage, Team",Gold,France
M,1932,Equestrian,"Equestrianism Men's Jumping, Individual",Silver,USA
M,1932,Equestrian,"Equestrianism Men's Three-Day Event, Individual",Silver,USA
M,1932,Equestrian,"Equestrianism Men's Three-Day Event, Team",Gold,USA
M,1932,Gymnastics,Gymnastics Men's Club Swinging,Bronze,USA
M,1932,Gymnastics,Gymnastics Men's Club Swinging,Gold,USA
M,1932,Gymnastics,Gymnastics Men's Club Swinging,Silver,USA
M,1932,Gymnastics,Gymnastics Men's Horizontal Bar,Gold,USA
M,1932,Gymnastics,Gymnastics Men's Horse Vault,Bronze,USA
M,1932,Gymnastics,Gymnastics Men's Horse Vault,Silver,USA
M,1932,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze,USA
M,1932,Gymnastics,Gymnastics Men's Rings,Gold,USA
M,1932,Gymnastics,Gymnastics Men's Rings,Silver,USA
M,1932,Gymnastics,Gymnastics Men's Rope Climbing,Bronze,USA
M,1932,Gymnastics,Gymnastics Men's Rope Climbing,Gold,USA
M,1932,Gymnastics,Gymnastics Men's Rope Climbing,Silver,USA
M,1932,Gymnastics,Gymnastics Men's Team All-Around,Silver,USA
M,1932,Gymnastics,Gymnastics Men's Tumbling,Bronze,USA
M,1932,Gymnastics,Gymnastics Men's Tumbling,Gold,USA
M,1932,Gymnastics,Gymnastics Men's Tumbling,Silver,USA
M,1932,Others,Alpinism Mixed Alpinism,Gold,Germany
M,1932,Others,"Art Competitions Mixed Architecture, Architectural Designs",Bronze,Germany
M,1932,Others,"Art Competitions Mixed Architecture, Architectural Designs",Gold,France
M,1932,Others,"Art Competitions Mixed Architecture, Architectural Designs",Silver,USA
M,1932,Others,"Art Competitions Mixed Architecture, Designs For Town Planning",Gold,UK
M,1932,Others,Art Competitions Mixed Literature,Gold,Germany
M,1932,Others,"Art Competitions Mixed Painting, Drawings And Water Colors",Gold,USA
M,1932,Others,"Art Competitions Mixed Painting, Drawings And Water Colors",Silver,USA
M,1932,Others,"Art Competitions Mixed Painting, Graphic Arts",Bronze,Germany
M,1932,Others,"Art Competitions Mixed Painting, Graphic Arts",Gold,USA
F,1932,Others,"Art Competitions Mixed Painting, Paintings",Silver,USA
M,1932,Others,"Art Competitions Mixed Sculpturing, Medals And Reliefs",Silver,USA
M,1932,Others,"Art Competitions Mixed Sculpturing, Statues",Gold,USA
M,1932,Others,Modern Pentathlon Men's Individual,Bronze,USA
M,1932,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Silver,Germany
M,1932,Weightlifting,Weightlifting Men's Featherweight,Bronze,USA
M,1932,Weightlifting,Weightlifting Men's Featherweight,Gold,France
M,1932,Weightlifting,Weightlifting Men's Featherweight,Silver,Germany
M,1932,Weightlifting,Weightlifting Men's Heavyweight,Bronze,Germany
M,1932,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze,USA
M,1932,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold,France
M,1932,Weightlifting,Weightlifting Men's Lightweight,Gold,France
M,1932,Weightlifting,Weightlifting Men's Middleweight,Gold,Germany
M,1936,Aquatics,"Canoeing Men's Canadian Singles, 1,000 metres",Bronze,Germany
M,1936,Aquatics,"Canoeing Men's Folding Kayak Doubles, 10 kilometres",Silver,Germany
M,1936,Aquatics,"Canoeing Men's Folding Kayak Singles, 10 kilometres",Bronze,Germany
M,1936,Aquatics,"Canoeing Men's Folding Kayak Singles, 10 kilometres",Silver,France
M,1936,Aquatics,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver,Germany
M,1936,Aquatics,"Canoeing Men's Kayak Doubles, 10,000 metres",Gold,Germany
M,1936,Aquatics,"Canoeing Men's Kayak Singles, 1,000 metres",Silver,Germany
M,1936,Aquatics,"Canoeing Men's Kayak Singles, 10,000 metres",Bronze,USA
M,1936,Aquatics,"Canoeing Men's Kayak Singles, 10,000 metres",Gold,Germany
M,1936,Aquatics,Diving Men's Platform,Bronze,Germany
M,1936,Aquatics,Diving Men's Platform,Gold,USA
M,1936,Aquatics,Diving Men's Platform,Silver,USA
M,1936,Aquatics,Diving Men's Springboard,Bronze,USA
M,1936,Aquatics,Diving Men's Springboard,Gold,USA
M,1936,Aquatics,Diving Men's Springboard,Silver,USA
F,1936,Aquatics,Diving Women's Platform,Bronze,Germany
F,1936,Aquatics,Diving Women's Platform,Gold,USA
F,1936,Aquatics,Diving Women's Platform,Silver,USA
F,1936,Aquatics,Diving Women's Springboard,Bronze,USA
F,1936,Aquatics,Diving Women's Springboard,Gold,USA
F,1936,Aquatics,Diving Women's Springboard,Silver,USA
M,1936,Aquatics,Rowing Men's Coxed Eights,Bronze,Germany
M,1936,Aquatics,Rowing Men's Coxed Eights,Gold,USA
M,1936,Aquatics,Rowing Men's Coxed Fours,Bronze,France
M,1936,Aquatics,Rowing Men's Coxed Fours,Gold,Germany
M,1936,Aquatics,Rowing Men's Coxed Pairs,Bronze,France
M,1936,Aquatics,Rowing Men's Coxed Pairs,Gold,Germany
M,1936,Aquatics,Rowing Men's Coxless Fours,Gold,Germany
M,1936,Aquatics,Rowing Men's Coxless Fours,Silver,UK
M,1936,Aquatics,Rowing Men's Coxless Pairs,Gold,Germany
M,1936,Aquatics,Rowing Men's Double Sculls,Gold,UK
M,1936,Aquatics,Rowing Men's Double Sculls,Silver,Germany
M,1936,Aquatics,Rowing Men's Single Sculls,Bronze,USA
M,1936,Aquatics,Rowing Men's Single Sculls,Gold,Germany
M,1936,Aquatics,Sailing Mixed 6 metres,Gold,UK
M,1936,Aquatics,Sailing Mixed 8 metres,Bronze,Germany
M,1936,Aquatics,Sailing Mixed One Person Dinghy,Bronze,UK
M,1936,Aquatics,Sailing Mixed One Person Dinghy,Silver,Germany
M,1936,Aquatics,Sailing Mixed Two Person Keelboat,Gold,Germany
M,1936,Aquatics,"Swimming Men's 1,500 metres Freestyle",Silver,USA
M,1936,Aquatics,Swimming Men's 100 metres Backstroke,Gold,USA
M,1936,Aquatics,Swimming Men's 100 metres Backstroke,Silver,USA
M,1936,Aquatics,Swimming Men's 200 metres Breaststroke,Silver,Germany
M,1936,Aquatics,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,USA
M,1936,Aquatics,Swimming Men's 400 metres Freestyle,Gold,USA
F,1936,Aquatics,Swimming Women's 100 metres Backstroke,Bronze,USA
F,1936,Aquatics,Swimming Women's 100 metres Freestyle,Bronze,Germany
F,1936,Aquatics,Swimming Women's 200 metres Breaststroke,Silver,Germany
F,1936,Aquatics,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,USA
F,1936,Aquatics,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,Germany
F,1936,Aquatics,Swimming Women's 400 metres Freestyle,Bronze,USA
M,1936,Athletics,"Athletics Men's 1,500 metres",Silver,USA
M,1936,Athletics,Athletics Men's 100 metres,Gold,USA
M,1936,Athletics,Athletics Men's 100 metres,Silver,USA
M,1936,Athletics,Athletics Men's 110 metres Hurdles,Bronze,USA
M,1936,Athletics,Athletics Men's 110 metres Hurdles,Gold,USA
M,1936,Athletics,Athletics Men's 110 metres Hurdles,Silver,UK
M,1936,Athletics,Athletics Men's 200 metres,Gold,USA
M,1936,Athletics,Athletics Men's 200 metres,Silver,USA
M,1936,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze,Germany
M,1936,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,Germany
M,1936,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,USA
M,1936,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,Germany
M,1936,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,UK
M,1936,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,USA
M,1936,Athletics,Athletics Men's 400 metres,Bronze,USA
M,1936,Athletics,Athletics Men's 400 metres,Gold,USA
